,Airline,Total_Stops,Price,j_month,j_date,a_total_min,d_total_min,dur_min,dur_hour,Banglore,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,s_Banglore,s_Chennai,s_Delhi,s_Kolkata,s_Mumbai
8114,6,1,7888,5,21,1260,780,0,8,0,1,0,0,0,0,0,0,1,0,0
8115,6,1,9001,6,3,1155,525,30,10,0,1,0,0,0,0,0,0,1,0,0
8116,3,0,4049,3,21,465,380,25,1,0,0,0,1,0,0,0,0,0,0,1
8117,3,0,4326,3,24,455,315,20,2,0,0,0,0,1,0,0,1,0,0,0
8118,3,0,4777,3,9,140,1410,50,2,0,0,0,0,0,1,1,0,0,0,0
8119,3,1,6838,3,21,1260,690,30,9,0,1,0,0,0,0,0,0,1,0,0
8120,3,1,6582,6,6,750,435,15,5,0,1,0,0,0,0,0,0,1,0,0
8121,4,1,10262,6,1,755,1310,45,14,0,1,0,0,0,0,0,0,1,0,0
8122,0,0,10873,3,1,130,1405,45,2,0,0,0,0,0,1,1,0,0,0,0
8123,4,1,10262,6,27,755,135,20,10,0,1,0,0,0,0,0,0,1,0,0
8124,3,0,4148,3,27,500,330,50,2,1,0,0,0,0,0,0,0,0,1,0
8125,3,2,6494,3,27,1280,715,25,9,0,1,0,0,0,0,0,0,1,0,0
8126,4,1,12898,5,21,755,600,35,26,0,1,0,0,0,0,0,0,1,0,0
8127,1,2,9968,6,9,1155,300,15,38,0,1,0,0,0,0,0,0,1,0,0
8128,4,1,12898,5,21,265,900,25,13,0,1,0,0,0,0,0,0,1,0,0
8129,6,1,7740,5,24,1350,895,35,7,0,1,0,0,0,0,0,0,1,0,0
8130,1,1,7452,5,9,1265,590,15,11,1,0,0,0,0,0,0,0,0,1,0
8131,4,0,4160,3,21,515,430,25,1,0,0,0,1,0,0,0,0,0,0,1
8132,3,0,4823,5,27,680,510,50,2,0,0,1,0,0,0,1,0,0,0,0
8133,1,2,13486,5,18,1155,655,20,8,0,1,0,0,0,0,0,0,1,0,0
8134,4,0,4544,4,27,1320,1135,5,3,0,0,1,0,0,0,1,0,0,0,0
8135,1,2,10975,5,21,565,585,40,23,0,1,0,0,0,0,0,0,1,0,0
8136,3,0,3858,5,3,1025,885,20,2,0,0,0,0,1,0,0,1,0,0,0
8137,4,2,15129,5,6,265,330,55,22,0,1,0,0,0,0,0,0,1,0,0
8138,1,2,10975,6,15,565,585,40,23,0,1,0,0,0,0,0,0,1,0,0
8139,0,1,6752,5,9,1345,1005,40,5,0,1,0,0,0,0,0,0,1,0,0
8140,0,0,3807,6,18,735,585,30,2,1,0,0,0,0,0,0,0,0,1,0
8141,1,1,13832,3,6,565,750,55,20,0,1,0,0,0,0,0,0,1,0,0
8142,4,0,4544,4,6,1320,1135,5,3,0,0,1,0,0,0,1,0,0,0,0
8143,4,1,14571,6,6,495,1135,20,13,1,0,0,0,0,0,0,0,0,1,0
8144,10,0,11982,6,24,1205,1065,20,2,0,0,0,0,1,0,0,1,0,0,0
8145,4,0,8040,5,1,510,425,25,1,0,0,0,1,0,0,0,0,0,0,1
8146,10,0,11913,3,18,1115,960,35,2,0,0,0,0,0,1,1,0,0,0,0
8147,0,1,5162,5,24,630,410,40,3,1,0,0,0,0,0,0,0,0,1,0
8148,4,2,13014,6,15,755,580,55,26,0,1,0,0,0,0,0,0,1,0,0
8149,4,1,8586,5,18,280,1270,30,7,1,0,0,0,0,0,0,0,0,1,0
8150,6,1,10197,5,21,1140,480,0,11,0,1,0,0,0,0,0,0,1,0,0
8151,10,1,8610,5,1,1220,1020,20,27,1,0,0,0,0,0,0,0,0,1,0
8152,0,0,7120,6,1,165,1435,50,2,0,0,1,0,0,0,1,0,0,0,0
8153,1,3,10703,5,9,1155,315,0,38,0,1,0,0,0,0,0,0,1,0,0
8154,4,1,10262,6,1,265,540,25,19,0,1,0,0,0,0,0,0,1,0,0
8155,4,2,11507,6,27,1140,330,30,13,0,1,0,0,0,0,0,0,1,0,0
8156,3,0,3943,6,6,15,1275,0,3,0,0,1,0,0,0,1,0,0,0,0
8157,4,2,13292,6,15,755,575,0,27,0,1,0,0,0,0,0,0,1,0,0
8158,3,1,7166,3,21,1115,820,55,4,0,0,0,0,0,1,1,0,0,0,0
8159,4,1,10262,6,15,1140,780,0,6,0,1,0,0,0,0,0,0,1,0,0
8160,0,1,6152,6,12,430,1245,25,10,0,1,0,0,0,0,0,0,1,0,0
8161,4,1,10703,5,15,1325,575,30,12,1,0,0,0,0,0,0,0,0,1,0
8162,4,0,4030,5,21,610,430,0,3,0,0,1,0,0,0,1,0,0,0,0
8163,6,1,17057,3,6,95,1050,5,8,0,1,0,0,0,0,0,0,1,0,0
8164,3,0,3850,6,18,615,475,20,2,0,0,0,0,1,0,0,1,0,0,0
8165,4,1,14388,5,6,560,1200,20,13,1,0,0,0,0,0,0,0,0,1,0
8166,3,1,4744,4,3,445,120,25,5,0,1,0,0,0,0,0,0,1,0,0
8167,4,1,10262,6,1,755,1050,5,19,0,1,0,0,0,0,0,0,1,0,0
8168,1,0,7591,3,3,1435,1270,45,2,0,0,0,0,0,1,1,0,0,0,0
8169,0,1,6152,5,27,1345,475,30,14,0,1,0,0,0,0,0,0,1,0,0
8170,4,1,15025,3,6,540,535,5,24,0,0,0,0,0,1,1,0,0,0,0
8171,3,0,6795,3,3,1105,1015,30,1,0,0,0,1,0,0,0,0,0,0,1
8172,1,1,10623,5,24,1225,1050,55,26,1,0,0,0,0,0,0,0,0,1,0
8173,3,0,3850,5,24,615,475,20,2,0,0,0,0,1,0,0,1,0,0,0
8174,4,2,6643,3,21,1130,1150,40,23,0,1,0,0,0,0,0,0,1,0,0
8175,4,1,10844,5,1,1355,845,30,8,1,0,0,0,0,0,0,0,0,1,0
8176,1,2,10441,5,27,1155,1185,30,23,0,1,0,0,0,0,0,0,1,0,0
8177,6,1,13377,6,27,90,1050,0,8,0,1,0,0,0,0,0,0,1,0,0
8178,1,2,13696,5,18,1155,775,20,30,0,1,0,0,0,0,0,0,1,0,0
8179,3,0,3943,6,3,195,25,50,2,0,0,1,0,0,0,1,0,0,0,0
8180,1,2,9443,6,24,1155,1185,30,23,0,1,0,0,0,0,0,0,1,0,0
8181,4,2,13014,6,1,265,330,55,22,0,1,0,0,0,0,0,0,1,0,0
8182,1,2,8114,3,24,1375,1020,55,29,0,0,0,0,0,1,1,0,0,0,0
8183,8,1,5583,6,24,680,365,15,5,0,1,0,0,0,0,0,0,1,0,0
8184,4,1,13817,3,12,495,1015,20,15,0,0,0,0,0,1,1,0,0,0,0
8185,6,1,6953,3,27,1155,770,25,6,0,1,0,0,0,0,0,0,1,0,0
8186,6,1,6637,3,27,1260,620,40,10,0,1,0,0,0,0,0,0,1,0,0
8187,3,0,4174,4,3,740,575,45,2,1,0,0,0,0,0,0,0,0,1,0
8188,1,2,8140,3,21,565,585,40,23,0,1,0,0,0,0,0,0,1,0,0
8189,4,1,13817,3,12,1380,420,0,16,0,0,0,0,0,1,1,0,0,0,0
8190,4,1,10262,6,6,1140,540,0,10,0,1,0,0,0,0,0,0,1,0,0
8191,3,1,6496,5,18,1200,910,50,4,0,1,0,0,0,0,0,0,1,0,0
8192,3,1,10112,6,15,275,1410,5,5,0,1,0,0,0,0,0,0,1,0,0
8193,1,2,10467,5,27,565,795,10,20,0,1,0,0,0,0,0,0,1,0,0
8194,3,1,6206,6,1,90,635,55,14,0,1,0,0,0,0,0,0,1,0,0
8195,1,2,10151,5,24,1110,720,30,30,1,0,0,0,0,0,0,0,0,1,0
8196,3,0,4804,6,12,1065,915,30,2,1,0,0,0,0,0,0,0,0,1,0
8197,2,0,5048,3,24,640,465,55,2,0,0,0,0,0,1,1,0,0,0,0
8198,4,0,4050,6,6,260,175,25,1,0,0,0,1,0,0,0,0,0,0,1
8199,8,0,3919,6,1,740,570,50,2,0,0,1,0,0,0,1,0,0,0,0
8200,4,1,11841,6,9,495,1270,5,11,1,0,0,0,0,0,0,0,0,1,0
8201,3,1,5065,4,24,90,1225,5,5,0,1,0,0,0,0,0,0,1,0,0
8202,1,2,9626,5,9,1110,720,30,30,1,0,0,0,0,0,0,0,0,1,0
8203,3,0,3419,6,27,60,1330,50,2,0,0,1,0,0,0,1,0,0,0,0
8204,1,3,14960,6,9,1395,590,25,13,1,0,0,0,0,0,0,0,0,1,0
8205,3,0,3943,6,9,15,1275,0,3,0,0,1,0,0,0,1,0,0,0,0
8206,6,1,14323,5,9,1155,540,15,10,0,1,0,0,0,0,0,0,1,0,0
8207,1,2,11752,6,9,825,1010,55,20,1,0,0,0,0,0,0,0,0,1,0
8208,6,1,7677,6,6,1155,510,45,10,0,1,0,0,0,0,0,0,1,0,0
8209,6,1,14067,5,24,1260,780,0,8,0,1,0,0,0,0,0,0,1,0,0
8210,4,1,14781,5,1,560,1270,10,12,1,0,0,0,0,0,0,0,0,1,0
8211,4,1,11467,5,15,865,1020,25,21,1,0,0,0,0,0,0,0,0,1,0
8212,4,2,16263,5,21,265,1200,25,8,0,1,0,0,0,0,0,0,1,0,0
8213,4,1,12373,5,18,265,1155,10,9,0,1,0,0,0,0,0,0,1,0,0
8214,6,1,7005,6,15,1260,770,10,8,0,1,0,0,0,0,0,0,1,0,0
8215,3,1,7580,5,18,605,310,55,4,0,1,0,0,0,0,0,0,1,0,0
8216,1,2,10441,5,18,1155,1320,15,21,0,1,0,0,0,0,0,0,1,0,0
8217,4,0,7229,5,18,1245,1065,0,3,0,0,1,0,0,0,1,0,0,0,0
8218,3,1,6093,4,9,1260,400,20,14,0,1,0,0,0,0,0,0,1,0,0
8219,8,0,3873,6,15,570,415,35,2,1,0,0,0,0,0,0,0,0,1,0
8220,4,1,10262,6,24,265,1310,35,6,0,1,0,0,0,0,0,0,1,0,0
8221,4,1,13364,4,1,1415,845,30,9,1,0,0,0,0,0,0,0,0,1,0
8222,4,1,12373,5,15,755,135,20,10,0,1,0,0,0,0,0,0,1,0,0
8223,8,0,1965,5,12,15,1365,30,1,0,0,0,1,0,0,0,0,0,0,1
8224,6,1,7005,6,6,1260,770,10,8,0,1,0,0,0,0,0,0,1,0,0
8225,1,0,4441,3,18,765,600,45,2,0,0,0,0,0,1,1,0,0,0,0
8226,6,1,11098,3,21,1130,285,5,14,0,1,0,0,0,0,0,0,1,0,0
8227,3,1,7318,5,21,90,555,15,16,0,1,0,0,0,0,0,0,1,0,0
8228,4,1,12767,3,21,265,425,20,21,0,1,0,0,0,0,0,0,1,0,0
8229,8,1,10654,3,24,1275,955,20,5,1,0,0,0,0,0,0,0,0,1,0
8230,8,1,6297,6,9,1325,945,20,6,0,1,0,0,0,0,0,0,1,0,0
8231,6,1,11265,3,3,970,585,25,6,0,1,0,0,0,0,0,0,1,0,0
8232,1,2,11972,3,6,890,1040,30,2,0,0,0,1,0,0,0,0,0,0,1
8233,6,1,13587,6,9,1260,425,55,13,0,1,0,0,0,0,0,0,1,0,0
8234,3,0,4804,6,3,1190,1035,35,2,1,0,0,0,0,0,0,0,0,1,0
8235,1,2,8366,5,1,1100,565,55,8,1,0,0,0,0,0,0,0,0,1,0
8236,1,1,8366,5,18,475,565,30,22,1,0,0,0,0,0,0,0,0,1,0
8237,1,2,10697,5,18,1310,500,30,13,1,0,0,0,0,0,0,0,0,1,0
8238,4,2,15129,5,21,1140,330,30,13,0,1,0,0,0,0,0,0,1,0,0
8239,3,0,3858,5,18,1025,885,20,2,0,0,0,0,1,0,0,1,0,0,0
8240,4,0,7229,4,6,1320,1135,5,3,0,0,1,0,0,0,1,0,0,0,0
8241,3,1,6937,4,27,1260,960,0,5,0,1,0,0,0,0,0,0,1,0,0
8242,4,1,14714,6,24,1140,840,0,5,0,1,0,0,0,0,0,0,1,0,0
8243,4,1,9134,3,15,970,345,25,10,0,0,0,0,0,1,1,0,0,0,0
8244,4,1,10577,6,3,1140,425,55,11,0,1,0,0,0,0,0,0,1,0,0
8245,4,1,14388,5,6,605,1200,5,14,1,0,0,0,0,0,0,0,0,1,0
8246,1,1,8991,6,12,495,810,45,18,0,1,0,0,0,0,0,0,1,0,0
8247,1,2,12436,5,27,1155,775,20,30,0,1,0,0,0,0,0,0,1,0,0
8248,1,2,12515,3,12,565,405,40,26,0,0,0,0,0,1,1,0,0,0,0
8249,8,1,5583,6,15,1325,945,20,6,0,1,0,0,0,0,0,0,1,0,0
8250,1,1,10840,3,9,460,1380,40,8,0,1,0,0,0,0,0,0,1,0,0
8251,4,2,14300,6,27,755,735,20,24,0,1,0,0,0,0,0,0,1,0,0
8252,8,0,5515,4,18,5,1270,55,2,0,0,1,0,0,0,1,0,0,0,0
8253,4,1,10844,5,15,1245,845,40,6,1,0,0,0,0,0,0,0,0,1,0
8254,4,1,11134,3,24,555,1015,20,16,1,0,0,0,0,0,0,0,0,1,0
8255,1,0,6121,4,24,765,600,45,2,0,0,1,0,0,0,1,0,0,0,0
8256,1,2,10676,5,21,475,720,55,19,1,0,0,0,0,0,0,0,0,1,0
8257,4,1,14781,5,1,1355,990,5,6,1,0,0,0,0,0,0,0,0,1,0
8258,4,0,4544,4,6,1370,1190,0,3,0,0,1,0,0,0,1,0,0,0,0
8259,2,0,4632,4,6,640,465,55,2,0,0,1,0,0,0,1,0,0,0,0
8260,4,2,10929,3,21,265,1150,15,33,0,1,0,0,0,0,0,0,1,0,0
8261,0,0,4409,4,21,775,620,35,2,1,0,0,0,0,0,0,0,0,1,0
8262,8,0,3873,5,1,570,415,35,2,1,0,0,0,0,0,0,0,0,1,0
8263,4,0,4030,5,27,610,430,0,3,0,0,1,0,0,0,1,0,0,0,0
8264,0,0,3807,5,9,80,1370,30,2,1,0,0,0,0,0,0,0,0,1,0
8265,1,2,12140,5,12,80,600,20,15,1,0,0,0,0,0,0,0,0,1,0
8266,8,0,4096,3,6,690,540,30,2,1,0,0,0,0,0,0,0,0,1,0
8267,4,2,14300,6,15,755,1100,15,18,0,1,0,0,0,0,0,0,1,0,0
8268,6,1,6007,6,27,1260,700,20,9,0,1,0,0,0,0,0,0,1,0,0
8269,3,0,4174,4,1,1015,865,30,2,1,0,0,0,0,0,0,0,0,1,0
8270,8,0,3597,6,21,1205,1065,20,2,0,0,0,0,1,0,0,1,0,0,0
8271,1,2,9548,6,24,1155,720,15,7,0,1,0,0,0,0,0,0,1,0,0
8272,1,1,8714,3,15,915,530,25,6,0,0,0,0,0,1,1,0,0,0,0
8273,10,1,8085,6,12,1220,1020,20,27,1,0,0,0,0,0,0,0,0,1,0
8274,4,2,10368,6,3,265,1170,55,8,0,1,0,0,0,0,0,0,1,0,0
8275,1,2,10975,6,27,565,425,20,26,0,1,0,0,0,0,0,0,1,0,0
8276,6,1,7670,5,9,1260,450,30,13,0,1,0,0,0,0,0,0,1,0,0
8277,6,1,8073,5,15,90,1080,30,7,0,1,0,0,0,0,0,0,1,0,0
8278,4,1,13817,3,12,645,1375,50,11,0,0,0,0,0,1,1,0,0,0,0
8279,3,1,3574,4,9,1425,1160,25,4,1,0,0,0,0,0,0,0,0,1,0
8280,4,1,15554,5,9,265,1310,35,6,0,1,0,0,0,0,0,0,1,0,0
8281,1,1,6692,3,27,1155,1260,15,22,0,1,0,0,0,0,0,0,1,0,0
8282,8,0,1965,6,15,15,1365,30,1,0,0,0,1,0,0,0,0,0,0,1
8283,3,0,2227,6,24,1300,1205,35,1,0,0,0,1,0,0,0,0,0,0,1
8284,3,0,3597,6,9,1025,885,20,2,0,0,0,0,1,0,0,1,0,0,0
8285,4,1,14714,6,6,265,840,25,14,0,1,0,0,0,0,0,0,1,0,0
8286,8,0,4622,3,9,1185,1035,30,2,1,0,0,0,0,0,0,0,0,1,0
8287,4,2,15129,5,1,265,330,55,22,0,1,0,0,0,0,0,0,1,0,0
8288,3,0,5277,6,15,25,1325,20,2,0,0,0,0,1,0,0,1,0,0,0
8289,6,1,11667,3,27,1130,540,50,9,0,1,0,0,0,0,0,0,1,0,0
8290,4,1,10539,6,9,1150,1020,10,26,1,0,0,0,0,0,0,0,0,1,0
8291,4,1,11467,5,9,865,1225,0,18,1,0,0,0,0,0,0,0,0,1,0
8292,1,1,7480,6,12,565,1040,5,16,0,1,0,0,0,0,0,0,1,0,0
8293,2,0,3419,4,24,1420,1255,45,2,0,0,1,0,0,0,1,0,0,0,0
8294,3,1,5684,6,27,90,635,55,14,0,1,0,0,0,0,0,0,1,0,0
8295,3,1,6218,6,12,1410,1085,25,5,1,0,0,0,0,0,0,0,0,1,0
8296,4,1,6959,6,12,280,1200,40,8,1,0,0,0,0,0,0,0,0,1,0
8297,10,0,4878,6,12,1335,1170,45,2,0,0,1,0,0,0,1,0,0,0,0
8298,1,2,12219,4,1,325,420,25,22,1,0,0,0,0,0,0,0,0,1,0
8299,4,1,12384,5,21,585,1225,20,13,1,0,0,0,0,0,0,0,0,1,0
8300,4,0,7202,6,15,855,660,15,3,0,1,0,0,0,0,0,0,1,0,0
8301,8,0,4174,6,1,1180,1030,30,2,1,0,0,0,0,0,0,0,0,1,0
8302,1,0,3100,5,12,985,900,25,1,0,0,0,1,0,0,0,0,0,0,1
8303,4,1,7832,3,21,915,535,20,6,0,0,0,0,0,1,1,0,0,0,0
8304,6,1,6723,6,9,1350,895,35,7,0,1,0,0,0,0,0,0,1,0,0
8305,1,2,10697,6,6,475,500,35,23,1,0,0,0,0,0,0,0,0,1,0
8306,8,0,3841,6,1,40,1340,20,2,1,0,0,0,0,0,0,0,0,1,0
8307,1,2,9920,4,1,720,1005,15,19,1,0,0,0,0,0,0,0,0,1,0
8308,3,0,12649,3,1,1280,1105,55,2,0,0,0,0,0,1,1,0,0,0,0
8309,3,1,6093,6,6,1260,685,35,9,0,1,0,0,0,0,0,0,1,0,0
8310,4,2,15129,5,27,265,330,55,22,0,1,0,0,0,0,0,0,1,0,0
8311,4,0,4544,4,27,1245,1065,0,3,0,0,1,0,0,0,1,0,0,0,0
8312,1,0,5170,3,27,1005,855,30,2,1,0,0,0,0,0,0,0,0,1,0
8313,3,0,2754,6,9,245,155,30,1,0,0,0,1,0,0,0,0,0,0,1
8314,1,0,3100,6,12,925,835,30,1,0,0,0,1,0,0,0,0,0,0,1
8315,1,2,9237,4,1,1395,1005,30,30,1,0,0,0,0,0,0,0,0,1,0
8316,6,1,7198,6,15,90,780,30,12,0,1,0,0,0,0,0,0,1,0,0
8317,4,1,10262,6,1,755,690,5,25,0,1,0,0,0,0,0,0,1,0,0
8318,8,1,5111,3,27,1315,955,0,6,0,1,0,0,0,0,0,0,1,0,0
8319,1,2,10441,6,27,1155,1320,15,21,0,1,0,0,0,0,0,0,1,0,0
8320,6,1,10261,6,1,1155,525,30,10,0,1,0,0,0,0,0,0,1,0,0
8321,3,0,6297,3,9,1315,1175,20,2,0,0,0,0,1,0,0,1,0,0,0
8322,6,1,12192,6,15,1140,230,10,15,0,1,0,0,0,0,0,0,1,0,0
8323,3,0,3943,6,15,780,610,50,2,0,0,1,0,0,0,1,0,0,0,0
8324,4,2,16274,5,27,755,330,5,7,0,1,0,0,0,0,0,0,1,0,0
8325,4,1,12898,5,21,755,425,30,5,0,1,0,0,0,0,0,0,1,0,0
8326,8,0,3311,5,15,515,355,40,2,0,0,1,0,0,0,1,0,0,0,0
8327,6,1,9103,5,21,755,295,40,7,0,1,0,0,0,0,0,0,1,0,0
8328,3,0,4148,3,15,55,1330,45,2,1,0,0,0,0,0,0,0,0,1,0
8329,3,0,5224,6,9,1085,930,35,2,1,0,0,0,0,0,0,0,0,1,0
8330,3,0,4804,5,9,435,280,35,2,1,0,0,0,0,0,0,0,0,1,0
8331,3,0,3597,6,6,1315,1175,20,2,0,0,0,0,1,0,0,1,0,0,0
8332,3,0,4804,6,27,845,690,35,2,1,0,0,0,0,0,0,0,0,1,0
8333,4,0,4995,5,6,710,620,30,1,0,0,0,1,0,0,0,0,0,0,1
8334,8,0,3873,4,9,685,540,25,2,1,0,0,0,0,0,0,0,0,1,0
8335,4,1,10262,6,1,265,900,25,13,0,1,0,0,0,0,0,0,1,0,0
8336,4,0,3210,6,18,1265,1175,30,1,0,0,0,1,0,0,0,0,0,0,1
8337,2,1,6276,6,9,815,450,5,6,0,1,0,0,0,0,0,0,1,0,0
8338,4,1,9134,3,9,495,1285,50,10,0,0,0,0,0,1,1,0,0,0,0
8339,4,1,11087,3,12,795,1135,20,18,0,0,0,0,0,1,1,0,0,0,0
8340,4,1,13941,5,1,280,845,35,14,1,0,0,0,0,0,0,0,0,1,0
8341,1,0,5201,6,3,480,310,50,2,0,1,0,0,0,0,0,0,1,0,0
8342,3,1,6171,4,24,970,305,5,11,0,1,0,0,0,0,0,0,1,0,0
8343,0,0,5964,3,1,1325,1175,30,2,1,0,0,0,0,0,0,0,0,1,0
8344,4,2,15129,5,27,1140,1150,50,23,0,1,0,0,0,0,0,0,1,0,0
8345,4,2,13029,5,18,755,580,55,26,0,1,0,0,0,0,0,0,1,0,0
8346,4,0,4030,5,27,680,500,0,3,0,0,1,0,0,0,1,0,0,0,0
8347,2,1,10586,5,18,15,1000,35,7,1,0,0,0,0,0,0,0,0,1,0
8348,1,2,17926,3,6,1165,695,50,31,0,0,0,1,0,0,0,0,0,0,1
8349,4,0,9564,6,6,855,660,15,3,0,1,0,0,0,0,0,0,1,0,0
8350,4,1,8355,5,15,1055,620,15,7,1,0,0,0,0,0,0,0,0,1,0
8351,6,1,6795,6,6,90,620,10,15,0,1,0,0,0,0,0,0,1,0,0
8352,1,1,10671,5,15,495,810,45,18,0,1,0,0,0,0,0,0,1,0,0
8353,1,2,10178,3,27,460,800,20,18,0,1,0,0,0,0,0,0,1,0,0
8354,10,1,7927,6,12,545,430,55,25,1,0,0,0,0,0,0,0,0,1,0
8355,1,0,3100,5,18,925,835,30,1,0,0,0,1,0,0,0,0,0,0,1
8356,1,2,12646,3,6,1155,1185,30,23,0,1,0,0,0,0,0,0,1,0,0
8357,3,1,7894,3,6,605,305,0,5,0,1,0,0,0,0,0,0,1,0,0
8358,3,0,3943,6,24,255,90,45,2,0,0,1,0,0,0,1,0,0,0,0
8359,6,1,7575,5,9,1155,685,50,7,0,1,0,0,0,0,0,0,1,0,0
8360,4,2,16914,3,6,1185,325,20,38,0,1,0,0,0,0,0,0,1,0,0
8361,10,0,6216,6,24,1070,880,10,3,0,1,0,0,0,0,0,0,1,0,0
8362,3,1,6147,5,21,1335,1025,10,5,0,1,0,0,0,0,0,0,1,0,0
8363,3,1,6979,5,15,90,1050,0,8,0,1,0,0,0,0,0,0,1,0,0
8364,1,0,6094,5,27,1270,1085,5,3,0,1,0,0,0,0,0,0,1,0,0
8365,4,1,12242,3,27,265,1250,35,7,0,1,0,0,0,0,0,0,1,0,0
8366,1,2,9416,6,12,1310,720,50,9,1,0,0,0,0,0,0,0,0,1,0
8367,1,2,7107,3,21,565,795,10,20,0,1,0,0,0,0,0,0,1,0,0
8368,4,2,13292,6,9,1140,1285,35,21,0,1,0,0,0,0,0,0,1,0,0
8369,3,0,7295,3,3,615,475,20,2,0,0,0,0,1,0,0,1,0,0,0
8370,3,0,4423,4,18,205,30,55,2,0,0,1,0,0,0,1,0,0,0,0
8371,3,0,5694,3,24,140,1410,50,2,0,0,0,0,0,1,1,0,0,0,0
8372,4,1,8147,3,24,625,345,40,4,0,0,0,0,0,1,1,0,0,0,0
8373,6,1,13377,5,27,90,780,30,12,0,1,0,0,0,0,0,0,1,0,0
8374,4,1,13502,3,6,45,845,40,10,0,0,0,0,0,1,1,0,0,0,0
8375,4,2,13764,3,9,265,340,45,22,0,1,0,0,0,0,0,0,1,0,0
8376,4,1,12692,6,6,585,1020,45,16,1,0,0,0,0,0,0,0,0,1,0
8377,3,0,4804,5,18,1190,1035,35,2,1,0,0,0,0,0,0,0,0,1,0
8378,4,1,7064,4,1,560,505,55,24,1,0,0,0,0,0,0,0,0,1,0
8379,4,1,14924,6,24,755,425,30,5,0,1,0,0,0,0,0,0,1,0,0
8380,3,0,6565,3,1,1075,920,35,2,1,0,0,0,0,0,0,0,0,1,0
8381,1,2,9863,5,18,1155,1000,35,26,0,1,0,0,0,0,0,0,1,0,0
8382,3,1,7725,3,6,1260,960,0,5,0,1,0,0,0,0,0,0,1,0,0
8383,1,2,11281,5,15,1155,1320,15,21,0,1,0,0,0,0,0,0,1,0,0
8384,4,0,3210,5,21,1265,1175,30,1,0,0,0,1,0,0,0,0,0,0,1
8385,1,1,6117,5,1,280,1140,40,9,1,0,0,0,0,0,0,0,0,1,0
8386,4,1,10262,6,24,265,960,25,12,0,1,0,0,0,0,0,0,1,0,0
8387,3,0,3943,4,1,410,240,50,2,0,0,1,0,0,0,1,0,0,0,0
8388,4,1,12576,6,12,280,1135,45,9,1,0,0,0,0,0,0,0,0,1,0
8389,0,1,7452,4,21,805,475,30,5,0,1,0,0,0,0,0,0,1,0,0
8390,4,1,14781,5,1,980,390,50,9,1,0,0,0,0,0,0,0,0,1,0
8391,1,1,8996,6,12,795,550,5,4,1,0,0,0,0,0,0,0,0,1,0
8392,1,1,11563,3,6,495,810,45,18,0,1,0,0,0,0,0,0,1,0,0
8393,3,0,4777,3,9,410,240,50,2,0,0,0,0,0,1,1,0,0,0,0
8394,3,0,4174,4,9,1085,930,35,2,1,0,0,0,0,0,0,0,0,1,0
8395,8,0,3841,6,6,1180,1030,30,2,1,0,0,0,0,0,0,0,0,1,0
8396,4,2,13775,6,24,265,1100,5,10,0,1,0,0,0,0,0,0,1,0,0
8397,1,1,5117,3,27,565,1040,5,16,0,1,0,0,0,0,0,0,1,0,0
8398,4,0,5678,6,15,1265,1175,30,1,0,0,0,1,0,0,0,0,0,0,1
8399,4,1,5177,4,1,1140,840,0,5,0,1,0,0,0,0,0,0,1,0,0
8400,8,1,5975,5,9,1370,1075,55,4,0,1,0,0,0,0,0,0,1,0,0
8401,3,0,6860,3,3,205,40,45,2,0,0,0,0,0,1,1,0,0,0,0
8402,3,0,4804,5,18,740,575,45,2,1,0,0,0,0,0,0,0,0,1,0
8403,6,1,13377,6,27,90,690,0,14,0,1,0,0,0,0,0,0,1,0,0
8404,1,1,8372,5,21,1155,600,15,9,0,1,0,0,0,0,0,0,1,0,0
8405,6,1,7933,6,1,1260,540,0,12,0,1,0,0,0,0,0,0,1,0,0
8406,3,0,4049,5,15,475,385,30,1,0,0,0,1,0,0,0,0,0,0,1
8407,1,0,11423,3,3,765,600,45,2,0,0,0,0,0,1,1,0,0,0,0
8408,4,1,10844,5,15,980,1135,25,21,1,0,0,0,0,0,0,0,0,1,0
8409,4,2,12819,3,21,265,580,45,42,0,1,0,0,0,0,0,0,1,0,0
8410,8,0,5621,4,18,5,1270,55,2,0,0,1,0,0,0,1,0,0,0,0
8411,1,0,5228,5,9,1185,1020,45,2,0,0,1,0,0,0,1,0,0,0,0
8412,4,2,9254,3,27,1185,325,20,38,0,1,0,0,0,0,0,0,1,0,0
8413,3,0,4392,5,1,475,385,30,1,0,0,0,1,0,0,0,0,0,0,1
8414,4,0,8040,3,21,710,620,30,1,0,0,0,1,0,0,0,0,0,0,1
8415,0,0,4483,4,27,835,670,45,2,0,0,1,0,0,0,1,0,0,0,0
8416,1,2,12760,3,3,565,585,40,23,0,1,0,0,0,0,0,0,1,0,0
8417,4,0,7229,5,15,1090,915,55,2,0,0,1,0,0,0,1,0,0,0,0
8418,10,0,5403,4,24,580,420,40,2,0,0,1,0,0,0,1,0,0,0,0
8419,1,1,7934,3,21,1155,420,15,12,0,1,0,0,0,0,0,0,1,0,0
8420,2,1,6945,5,15,465,1410,15,8,1,0,0,0,0,0,0,0,0,1,0
8421,8,0,4423,4,6,740,570,50,2,0,0,1,0,0,0,1,0,0,0,0
8422,4,0,8040,3,15,515,430,25,1,0,0,0,1,0,0,0,0,0,0,1
8423,4,1,11399,5,9,1140,480,0,11,0,1,0,0,0,0,0,0,1,0,0
